feature,suffix,feature_name,Description
addrinputavmratio12monthprior,__ln,addrinputavmratio12monthprior__ln,Ratio comparison for the input address indicating the difference in AVM values between the most recent AVM value on file and the value 12 months prior to the most recent value on file
addrinputavmvalue60month,__ln,addrinputavmvalue60month__ln,Indicates input address AVM value on file 60 months ago
addrinputavmratio60monthprior,__ln,addrinputavmratio60monthprior__ln,Ratio comparison for the input address indicating the difference in AVM values between the most recent AVM value on file and the value 60 months prior to the most recent value on file
addrinputcountyratio,__ln,addrinputcountyratio__ln,Ratio comparison of the input address property value to county median property value on file
addrinputtractratio,__ln,addrinputtractratio__ln,Ratio comparison of the input address property value to tract median property value on file
addrinputblockratio,__ln,addrinputblockratio__ln,Ratio comparison of the input address property value to block median property value on file
addrinputproblems,__ln,addrinputproblems__ln,Indicates any problems on file associated with the input address
addrcurrenttimeoldest,__ln,addrcurrenttimeoldest__ln,Time (in months) since the subject was first reported at the current address on subject's file
addrcurrenttimenewest,__ln,addrcurrenttimenewest__ln,Time (in months) since the subject was most recently reported at the current address on subject's file
addrcurrentlengthofres ,__ln,addrcurrentlengthofres __ln,Indicates time (in months) between first and last date reported at subject's current address
addrcurrentsubjectowned ,__ln,addrcurrentsubjectowned __ln,Indicates a property ownership record is on file for the subject at the current address
addrcurrentdeedmailing,__ln,addrcurrentdeedmailing__ln,Indicates the property owner's mailing address is the same as the property address on the property record for the current address on subject's file
addrcurrentownershipindex,__ln,addrcurrentownershipindex__ln,"Index indicating subject's ownership level at the current address on subject's file, based on the address property record"
addrcurrentphoneservice,__ln,addrcurrentphoneservice__ln,Indicates if phone service was found at current address on subject's file
addrcurrentdwelltype ,__ln,addrcurrentdwelltype __ln,Indicates the dwelling type for current address on subject's file
addrcurrentdwelltypeindex,__ln,addrcurrentdwelltypeindex__ln,Index indicating the dwelling type for current address on subject's file
addrcurrenttimelastsale,__ln,addrcurrenttimelastsale__ln,Time (in months) since the last recorded property sale for the current address on the subject's file
addrcurrentlastsalesprice,__ln,addrcurrentlastsalesprice__ln,Indicates the last recorded sale price for the current address on subject's file
addrcurrenttaxvalue,__ln,addrcurrenttaxvalue__ln,Indicates the most recent tax assessed value for the current address on subject's file
addrcurrenttaxyr,__ln,addrcurrenttaxyr__ln,Indicates year of most recent tax assessment for the current address on subject's file
addrcurrenttaxmarketvalue,__ln,addrcurrenttaxmarketvalue__ln,Indicates tax assessed market value for the current address on subject's file
addrcurrentavmvalue,__ln,addrcurrentavmvalue__ln,Indicates the estimated market value based on LexisNexis Automated Valuation Model (AVM) electronic property appraisal technology for the current address on subject's file
addrcurrentavmvalue12month,__ln,addrcurrentavmvalue12month__ln,Indicates AVM value 12 months ago for the current address on subject's file
addrcurrentavmratio12monthprior,__ln,addrcurrentavmratio12monthprior__ln,"Ratio comparison for the current address on subject's file, indicating the difference in AVM values between the most recent AVM value and the value 12 months prior to the most recent value"
addrcurrentavmvalue60month,__ln,addrcurrentavmvalue60month__ln,Indicates AVM value 60 months ago for the current address on subject's file
addrcurrentavmratio60monthprior,__ln,addrcurrentavmratio60monthprior__ln,"Ratio comparison for the current address on subject's file, indicating the difference in AVM values between the most recent AVM value and the value 60 months prior to the most recent value"
addrcurrentcountyratio,__ln,addrcurrentcountyratio__ln,Ratio comparison of property value to county median property value for the current address on subject's file
addrcurrenttractratio,__ln,addrcurrenttractratio__ln,Ratio comparison of property value to tract median property value for the current address on subject's file
addrcurrentblockratio,__ln,addrcurrentblockratio__ln,Ratio comparison of property value to block median property value for the current address on subject's file
addrcurrentcorrectional,__ln,addrcurrentcorrectional__ln,Indicates current address on subject's file is associated with a correctional institution
addrprevioustimeoldest,__ln,addrprevioustimeoldest__ln,Time (in months) since the subject was first reported at the most previous address on subject's file
addrprevioustimenewest,__ln,addrprevioustimenewest__ln,Time (in months) since the subject was most recently reported at the most previous address on subject's file
addrpreviouslengthofres ,__ln,addrpreviouslengthofres __ln,Indicates time (in months) between first date reported at the previous address and the first date reported at the current address on subject's file
addrprevioussubjectowned ,__ln,addrprevioussubjectowned __ln,Indicates if a property ownership record is currently or ever was on file for the subject at the most previous address
addrpreviousownershipindex,__ln,addrpreviousownershipindex__ln,Index indicating subject's ownership level at the most previous address based on the property record on subject's file
addrpreviousdwelltype ,__ln,addrpreviousdwelltype __ln,Indicates the dwelling type for the most previous address on subject's file
addrpreviousdwelltypeindex,__ln,addrpreviousdwelltypeindex__ln,Index indicating the dwelling type for the most previous address on the subject's file
addrpreviouscorrectional,__ln,addrpreviouscorrectional__ln,Indicates previous address on subject's file is associated with a correctional institution
addrstabilityindex,__ln,addrstabilityindex__ln,Address stability index indicating how often subject has changed addresses based on the address history on subject's file
addrchangecount03month,__ln,addrchangecount03month__ln,Number of addresses first seen in last three months on subject's file
addrchangecount06month,__ln,addrchangecount06month__ln,Number of addresses first seen in last six months on subject's file
addrchangecount12month,__ln,addrchangecount12month__ln,Number of addresses first seen in last 12 months on subject's file
addrchangecount24month,__ln,addrchangecount24month__ln,Number of addresses first seen in last 24 months on subject's file
addrchangecount60month,__ln,addrchangecount60month__ln,Number of addresses first seen in last 60 months on subject's file
addrlastmovetaxratiodiff,__ln,addrlastmovetaxratiodiff__ln,"Ratio comparing the difference in tax assessed value between the current address and the previous address (current address value divided by the previous address value if both are known) on subject's file, if the move occurred within the last five years"
addrlastmoveecontrajectory,__ln,addrlastmoveecontrajectory__ln,"Describes the value and home ownership status of the subject’s previous and current addresses in order to determine whether the subject’s most recent residential move (if the move occurred in the past five years) was to a similar property or a more upscale or downscale property. 
Note: Seniors (age 62 plus) who have moved default to the most positive level to prevent adverse action based on downsizing of empty nesters and retirees."
addrlastmoveecontrajectoryindex,__ln,addrlastmoveecontrajectoryindex__ln,"For subjects with a move in the past five years, this index summarizes any difference in the relative property value or ownership status of the most recent residential move.  Lower values indicate movement to lower value or rented property, higher values indicate higher value property.  
Note: Seniors (age 62 plus) who have moved are defaulted to the most positive level to prevent adverse action based on downsizing of empty nesters and retirees."
phoneinputproblems,__ln,phoneinputproblems__ln,Indicates problems associated with the input phone based on information on file
phoneinputsubjectcount,__ln,phoneinputsubjectcount__ln,Total number of unique subjects on file currently reported with the input phone
phoneinputmobile ,__ln,phoneinputmobile __ln,Indicates if input phone number is mobile phone based on phone directory information on file
alertregulatorycondition,__ln,alertregulatorycondition__ln,"Indicates subject has an alert on their file that is associated with state or federal regulations, consumer identity conditions, or bankruptcies on file"
alert1,__ln,alert1__ln,"Regulatory, bankruptcy, or scoring alert"
alert2,__ln,alert2__ln,"Regulatory, bankruptcy, or scoring alert"
alert3,__ln,alert3__ln,"Regulatory, bankruptcy, or scoring alert"
alert4,__ln,alert4__ln,"Regulatory, bankruptcy, or scoring alert"
alert5,__ln,alert5__ln,"Regulatory, bankruptcy, or scoring alert"
alert6,__ln,alert6__ln,"Regulatory, bankruptcy, or scoring alert"
alert7,__ln,alert7__ln,"Regulatory, bankruptcy, or scoring alert"
alert8,__ln,alert8__ln,"Regulatory, bankruptcy, or scoring alert"
alert9,__ln,alert9__ln,"Regulatory, bankruptcy, or scoring alert"
alert10,__ln,alert10__ln,"Regulatory, bankruptcy, or scoring alert"
consumerstatementtext,__ln,consumerstatementtext__ln,Consumer statement on file
